ACCOUNT_ID,ACCOUNT_NUMBER,SUBSIDIARY_ID,CLASS_ID,DEPARTMENT_ID,LOCATION_ID,Metric_Mapping
1690,690071,,,,509,Marketing & Advertising
205,630105,,,,502,Direct Operating Expense
1408,180000,,,,139,Assets
178,600105,,,,613,Direct Operating Expense
225,660040,,,,548,Direct Operating Expense
1673,600121,,,,526,Direct Operating Expense
304,800150,,,,552,Other Income & (Expense) Accts
248,680020,,,,539,Repairs & Maintenance
168,480000,,,,451,Sales
168,480000,,,,512,Sales
1710,480030,,,,545,Sales
1710,480030,,,,554,Sales
200,620105,,,,557,Direct Operating Expense
270,700184,,,,532,Field G&A
270,700184,,,,559,Field G&A
1613,140404,,,,504,Assets
181,600120,,,,547,Direct Operating Expense
181,600120,,,,522,Direct Operating Expense
985,500828,,,,512,COGS
78,159000,,,,520,Assets
981,500826,,,,517,COGS
252,680200,,,,519,Repairs & Maintenance
180,600115,,,,592,Direct Operating Expense
171,500100,,,,534,COGS
989,500500,,,,532,Sales
277,700280,,,,498,Field G&A
1666,600117,,,,506,Direct Operating Expense
108,210600,,,,128,Liability
1714,210430,,,,523,Liability
1714,210430,,,,504,Liability
1628,140501,,,,541,Assets
1710,480030,,,,602,Sales
149,410200,,,,592,Sales
149,410200,,,,589,Sales
998,410150,,,,591,
362,S60001,,,,513,
1714,210430,,,,557,Liability
229,660080,,,,554,Direct Operating Expense
411,100008,,,,513,Assets
362,S60001,,,,501,
362,S60001,,,,561,
1826,100028,,,,534,Assets
1520,660065,,,,496,Direct Operating Expense
324,S40002,,,,525,
287,700360,,,,453,Field G&A
1201,100010,,,,513,Assets
1660,100019,,,,527,Assets
1714,210430,,,,61,Liability
1177,480010,,,,365,Sales
108,210600,,,,539,Liability
1638,480020,,,,551,Sales
223,660030,,,,63,Repairs & Maintenance
411,100008,,,,67,Assets
277,700280,,,,115,Field G&A
1714,210430,,,,511,Liability
1821,100515,,,,354,
161,460100,,,,499,Sales
77,158000,,,,541,Assets
279,700305,,,,559,Corporate G&A
1714,210430,,,,635,Liability
1492,201020,,,,515,Liability
150,410300,,,,517,Sales
201,620110,,,,513,Direct Operating Expense
1714,210430,,,,559,Liability
250,680060,,,,613,Repairs & Maintenance
168,480000,,,,551,Sales
202,620115,,,,558,Direct Operating Expense
227,660060,,,,124,Direct Operating Expense
293,700410,,,,62,Corporate G&A
970,460321,,,,171,Sales
998,410150,,,,365,
998,410150,,,,366,
1569,202000,,,,368,Liability
227,660060,,,,1,Direct Operating Expense
234,660110,,,,56,Direct Operating Expense
732,S60005,,,,123,
1665,600116,,,,133,Direct Operating Expense
1687,690068,,,,363,Marketing & Advertising
998,410150,,,,439,
998,410150,,,,113,
1667,600118,,,,66,Direct Operating Expense
248,680020,,,,349,Repairs & Maintenance
229,660080,,,,1,Direct Operating Expense
411,100008,,,,497,Assets
787,201002,,,,352,Liability
168,480000,,,,504,Sales
258,690020,,,,171,Marketing & Advertising
258,690020,,,,357,Marketing & Advertising
1680,690061,,,,453,Marketing & Advertising
1687,690068,,,,357,Marketing & Advertising
1679,690060,,,,439,Marketing & Advertising
200,620105,,,,498,Direct Operating Expense
1673,600121,,,,501,Direct Operating Expense
1638,480020,,,,107,Sales
1638,480020,,,,363,Sales
269,700182,,,,129,Corporate G&A
105,210400,,,,121,Liability
1713,210420,,,,368,Liability
180,600115,,,,62,Direct Operating Expense
168,480000,,,,367,Sales
168,480000,,,,358,Sales
973,500822,,,,127,COGS
178,600105,,,,367,Direct Operating Expense
1714,210430,,,,113,Liability
178,600105,,,,345,Direct Operating Expense
181,600120,,,,56,Direct Operating Expense
1620,140411,,,,447,Assets
78,159000,,,,342,Assets
968,660062,,,,56,Direct Operating Expense
1668,600119,,,,434,Direct Operating Expense
971,500821,,,,139,COGS
411,100008,,,,122,Assets
988,500829,,,,118,COGS
1772,100481,,,,354,
1710,480030,,,,440,Sales
39,101900,,,,111,Assets
1622,140413,,,,121,Assets
270,700184,,,,357,Field G&A
150,410300,,,,65,Sales
180,600115,,,,121,Direct Operating Expense
1617,140408,,,,58,Assets
205,630105,,,,434,Direct Operating Expense
998,410150,,,,62,
149,410200,,,,366,Sales
39,101900,,,,367,Assets
227,660060,,,,440,Direct Operating Expense
41,101920,,,,65,Assets
362,S60001,,,,439,
1817,100510,,,,63,
210,630130,,,,441,Direct Operating Expense
287,700360,,,,366,Field G&A
1687,690068,,,,63,Marketing & Advertising
362,S60001,,,,346,
50,120100,,,,121,Assets
258,690020,,,,1,Marketing & Advertising
1634,500830,,,,141,COGS
202,620115,,,,128,Direct Operating Expense
178,600105,,,,436,Direct Operating Expense
105,210400,,,,64,Liability
358,630250,,,,434,Direct Operating Expense
1780,100446,,,,60,
168,480000,,,,343,Sales
1634,500830,,,,108,COGS
229,660080,,,,210,Direct Operating Expense
1638,480020,,,,107,Sales
277,700280,,,,141,Field G&A
181,600120,,,,127,Direct Operating Expense
1801,100486,,,,109,
1710,480030,,,,108,Sales
1758,100430,,,,133,
1711,480501,,,,360,Sales
77,158000,,,,434,Assets
1790,100470,,,,346,
1712,480511,,,,366,Sales
323,S40001,,,,139,
229,660080,,,,115,Direct Operating Expense
227,660060,,,,354,Direct Operating Expense
1664,100021,,,,342,Assets
1730,100027,,,,108,Assets
102,200000,,,,447,Liability
359,800300,,,,358,Deal Expenses
1713,210420,,,,441,Liability
41,101920,,,,441,Assets
1201,100010,,,,354,Assets
324,S40002,,,,61,
324,S40002,,,,436,
277,700280,,,,170,Field G&A
1252,101803,,,,451,Assets
1623,140414,,,,450,Assets
1710,480030,,,,56,Sales
179,600110,,,,451,Direct Operating Expense
362,S60001,,,,127,
200,620105,,,,113,Direct Operating Expense
202,620115,,,,509,Corporate G&A
1712,480511,,,,591,Sales
1630,140503,,,,517,Assets
168,480000,,,,498,Sales
149,410200,,,,504,Sales
205,630105,,,,542,Direct Operating Expense
1729,101804,,,,504,Assets
1729,101804,,,,344,Assets
200,620105,,,,502,Direct Operating Expense
201,620110,,,,56,Direct Operating Expense
108,210600,,,,602,Liability
202,620115,,,,597,Direct Operating Expense
183,600140,,,,504,Direct Operating Expense
183,600140,,,,636,Direct Operating Expense
227,660060,,,,517,Direct Operating Expense
121,230210,,,,636,Liability
50,120100,,,,171,Assets
1861,101997,,,,60,Assets
50,120100,,,,169,Assets
1710,480030,,,,475,Sales
201,620110,,,,135,Direct Operating Expense
179,600110,,,,346,Direct Operating Expense
201,620110,,,,345,Direct Operating Expense
298,800005,,,,349,Depreciation
178,600105,,,,532,Direct Operating Expense
183,600140,,,,555,Direct Operating Expense
78,159000,,,,498,Assets
105,210400,,,,555,Liability
874,600112,,,,525,Direct Operating Expense
180,600115,,,,440,Direct Operating Expense
976,460324,,,,551,Sales
400,101999,,,,350,Assets
148,410100,,,,132,Sales
200,620105,,,,125,Direct Operating Expense
200,620105,,,,521,Direct Operating Expense
1638,480020,,,,365,Sales
1712,480511,,,,109,Sales
237,670100,,,,545,Field G&A
1826,100028,,,,522,Assets
787,201002,,,,135,Liability
205,630105,,,,138,Direct Operating Expense
1710,480030,,,,128,Sales
149,410200,,,,500,Sales
995,700180,,,,590,Field G&A
179,600110,,,,554,Direct Operating Expense
179,600110,,,,581,Direct Operating Expense
201,620110,,,,525,Corporate G&A
183,600140,,,,542,Direct Operating Expense
226,660050,,,,107,Direct Operating Expense
180,600115,,,,1,Direct Operating Expense
619,100708,,,,344,
1655,700135,,,,107,Corporate G&A
77,158000,,,,516,Assets
229,660080,,,,529,Direct Operating Expense
78,159000,,,,519,Assets
239,670120,,,,519,Field G&A
1686,690067,,,,368,Marketing & Advertising
78,159000,,,,368,Assets
237,670100,,,,66,Field G&A
1252,101803,,,,473,Assets
1252,101803,,,,498,Assets
787,201002,,,,343,Liability
1520,660065,,,,344,Direct Operating Expense
362,S60001,,,,539,
362,S60001,,,,499,
1691,690072,,,,544,Marketing & Advertising
1656,600550,,,,557,Corporate G&A
59,140100,,,,516,Assets
248,680020,,,,360,Repairs & Maintenance
277,700280,,,,67,Field G&A
174,500400,,,,499,COGS
181,600120,,,,141,Direct Operating Expense
181,600120,,,,509,Direct Operating Expense
377,101800,,,,368,Assets
874,600112,,,,528,Direct Operating Expense
358,630250,,,,126,Direct Operating Expense
153,420200,,,,128,Sales
287,700360,,,,534,Field G&A
77,158000,,,,521,Assets
202,620115,,,,499,Direct Operating Expense
102,200000,,,,504,Liability
293,700410,,,,350,Field G&A
105,210400,,,,114,Liability
258,690020,,,,1,Marketing & Advertising
153,420200,,,,1,Sales
1178,210510,,,,517,Liability
78,159000,,,,524,Assets
79,160000,,,,504,Assets
1628,140501,,,,119,Assets
995,700180,,,,524,Field G&A
227,660060,,,,503,Direct Operating Expense
1690,690071,,,,439,Marketing & Advertising
1676,600124,,,,436,Direct Operating Expense
401,660015,,,,128,Direct Operating Expense
787,201002,,,,133,Liability
1590,230082,,,,569,Liability
200,620105,,,,354,Direct Operating Expense
227,660060,,,,490,Direct Operating Expense
237,670100,,,,363,Field G&A
327,S40005,,,,117,
287,700360,,,,476,Field G&A
200,620105,,,,368,Direct Operating Expense
1492,201020,,,,503,Liability
287,700360,,,,569,Field G&A
399,S40013,,,,504,
288,700380,,,,61,Field G&A
180,600115,,,,117,Direct Operating Expense
1684,690065,,,,435,Marketing & Advertising
1684,690065,,,,509,Marketing & Advertising
59,140100,,,,136,Assets
325,S40003,,,,635,
1710,480030,,,,131,Sales
179,600110,,,,118,Direct Operating Expense
179,600110,,,,358,Direct Operating Expense
178,600105,,,,351,Direct Operating Expense
178,600105,,,,608,Direct Operating Expense
183,600140,,,,355,Direct Operating Expense
1684,690065,,,,356,Marketing & Advertising
874,600112,,,,358,Direct Operating Expense
168,480000,,,,355,Sales
201,620110,,,,355,Direct Operating Expense
270,700184,,,,350,Field G&A
178,600105,,,,475,Direct Operating Expense
1714,210430,,,,520,Liability
1673,600121,,,,114,Direct Operating Expense
1826,100028,,,,349,Assets
227,660060,,,,353,Direct Operating Expense
180,600115,,,,346,Direct Operating Expense
234,660110,,,,360,Direct Operating Expense
50,120100,,,,474,Assets
1252,101803,,,,446,Assets
249,680040,,,,67,Repairs & Maintenance
1618,140409,,,,538,Assets
201,620110,,,,560,Direct Operating Expense
179,600110,,,,533,Direct Operating Expense
181,600120,,,,502,Direct Operating Expense
171,500100,,,,137,COGS
287,700360,,,,634,Corporate G&A
179,600110,,,,635,Direct Operating Expense
557,700116,,,,474,Field G&A
557,700116,,,,169,Field G&A
358,630250,,,,478,Direct Operating Expense
77,158000,,,,636,Assets
1638,480020,,,,635,Sales
227,660060,,,,472,Direct Operating Expense
1713,210420,,,,476,Liability
827,201030,,,,118,Liability
362,S60001,,,,503,
257,690010,,,,591,Marketing & Advertising
1681,690062,,,,523,Marketing & Advertising
1690,690071,,,,536,Marketing & Advertising
1681,690062,,,,553,Marketing & Advertising
1681,690062,,,,536,Marketing & Advertising
1681,690062,,,,568,Marketing & Advertising
1681,690062,,,,613,Marketing & Advertising
184,600145,,,,511,Direct Operating Expense
1680,690061,,,,561,Marketing & Advertising
59,140100,,,,530,Assets
102,200000,,,,515,Liability
406,101802,,,,363,Assets
180,600115,,,,509,Direct Operating Expense
550,700906,,,,528,Field G&A
219,660010,,,,497,Direct Operating Expense
181,600120,,,,474,Direct Operating Expense
239,670120,,,,359,Field G&A
227,660060,,,,350,Direct Operating Expense
874,600112,,,,608,Direct Operating Expense
117,230020,,,,534,Liability
117,230020,,,,636,Liability
377,101800,,,,515,Assets
59,140100,,,,477,Assets
270,700184,,,,352,Field G&A
1589,230081,,,,109,Liability
1599,230203,,,,167,Liability
1601,800202,,,,66,Interest Expesne
1591,230083,,,,109,Liability
288,700380,,,,543,Field G&A
183,600140,,,,358,Direct Operating Expense
49,120000,,,,474,Assets
401,660015,,,,167,Direct Operating Expense
221,660020,,,,171,Direct Operating Expense
221,660020,,,,473,Direct Operating Expense
1590,230082,,,,112,Liability
50,120100,,,,119,Assets
178,600105,,,,608,Direct Operating Expense
200,620105,,,,453,Direct Operating Expense
205,630105,,,,522,Direct Operating Expense
41,101920,,,,111,Assets
557,700116,,,,368,Field G&A
183,600140,,,,352,Direct Operating Expense
183,600140,,,,113,Direct Operating Expense
183,600140,,,,631,Direct Operating Expense
1664,100021,,,,570,Assets
557,700116,,,,513,Field G&A
77,158000,,,,524,Assets
557,700116,,,,450,Field G&A
557,700116,,,,355,Field G&A
557,700116,,,,351,Field G&A
183,600140,,,,348,Direct Operating Expense
1684,690065,,,,448,Marketing & Advertising
108,210600,,,,448,Liability
1710,480030,,,,635,Sales
174,500400,,,,434,COGS
557,700116,,,,1,Field G&A
998,410150,,,,368,
227,660060,,,,114,Direct Operating Expense
248,680020,,,,526,Repairs & Maintenance
827,201030,,,,535,Liability
227,660060,,,,519,Direct Operating Expense
1057,100720,,,,508,
59,140100,,,,435,Assets
77,158000,,,,56,Assets
77,158000,,,,533,Assets
787,201002,,,,503,Liability
292,700405,,,,518,Corporate G&A
219,660010,,,,497,Direct Operating Expense
1680,690061,,,,517,Marketing & Advertising
181,600120,,,,532,Direct Operating Expense
181,600120,,,,125,Direct Operating Expense
181,600120,,,,118,Direct Operating Expense
181,600120,,,,142,Direct Operating Expense
184,600145,,,,490,Direct Operating Expense
205,630105,,,,343,Direct Operating Expense
205,630105,,,,1,Direct Operating Expense
401,660015,,,,135,Direct Operating Expense
1590,230082,,,,502,Liability
1631,140504,,,,362,Assets
210,630130,,,,549,Direct Operating Expense
210,630130,,,,545,Direct Operating Expense
787,201002,,,,570,Liability
222,660025,,,,434,Direct Operating Expense
171,500100,,,,473,COGS
1660,100019,,,,117,Assets
1201,100010,,,,506,Assets
59,140100,,,,608,Assets
108,210600,,,,441,Liability
1686,690067,,,,521,Marketing & Advertising
50,120100,,,,57,Assets
1638,480020,,,,63,Sales
1664,100021,,,,451,Assets
219,660010,,,,362,Direct Operating Expense
225,660040,,,,128,Direct Operating Expense
258,690020,,,,142,Marketing & Advertising
150,410300,,,,119,Sales
1708,690073,,,,114,Marketing & Advertising
275,700240,,,,354,Field G&A
227,660060,,,,65,Direct Operating Expense
238,670110,,,,121,Corporate G&A
68,150400,,,,478,Assets
280,700310,,,,358,Field G&A
179,600110,,,,344,Direct Operating Expense
239,670120,,,,343,Field G&A
269,700182,,,,542,Field G&A
249,680040,,,,505,Repairs & Maintenance
258,690020,,,,562,Marketing & Advertising
258,690020,,,,568,Marketing & Advertising
258,690020,,,,547,Marketing & Advertising
1654,700120,,,,435,Field G&A
323,S40001,,,,434,
226,660050,,,,609,Direct Operating Expense
178,600105,,,,496,Direct Operating Expense
219,660010,,,,555,Direct Operating Expense
298,800005,,,,544,Depreciation
298,800005,,,,531,Depreciation
237,670100,,,,514,Field G&A
78,159000,,,,107,Assets
78,159000,,,,539,Assets
1686,690067,,,,521,Marketing & Advertising
227,660060,,,,560,Direct Operating Expense
181,600120,,,,514,Direct Operating Expense
181,600120,,,,505,Direct Operating Expense
874,600112,,,,502,Direct Operating Expense
205,630105,,,,508,Direct Operating Expense
1676,600124,,,,505,Direct Operating Expense
1710,480030,,,,550,Sales
237,670100,,,,517,Field G&A
1402,800109,,,,558,
270,700184,,,,522,Field G&A
362,S60001,,,,540,
323,S40001,,,,523,
229,660080,,,,501,Direct Operating Expense
324,S40002,,,,505,
287,700360,,,,523,Field G&A
287,700360,,,,520,Field G&A
287,700360,,,,537,Field G&A
150,410300,,,,509,Sales
1686,690067,,,,107,Marketing & Advertising
50,120100,,,,529,Assets
1690,690071,,,,525,Marketing & Advertising
787,201002,,,,522,Liability
248,680020,,,,532,Repairs & Maintenance
401,660015,,,,500,Direct Operating Expense
227,660060,,,,516,Direct Operating Expense
1638,480020,,,,509,Sales
323,S40001,,,,509,
219,660010,,,,499,Direct Operating Expense
49,120000,,,,520,Assets
313,800310,,,,568,Deal Expenses
179,600110,,,,539,Direct Operating Expense
184,600145,,,,543,Direct Operating Expense
180,600115,,,,543,Direct Operating Expense
1679,690060,,,,540,Marketing & Advertising
178,600105,,,,522,Direct Operating Expense
184,600145,,,,529,Direct Operating Expense
1687,690068,,,,538,Marketing & Advertising
1681,690062,,,,507,Marketing & Advertising
1686,690067,,,,522,Marketing & Advertising
1690,690071,,,,556,Marketing & Advertising
1681,690062,,,,564,Marketing & Advertising
1681,690062,,,,519,Marketing & Advertising
180,600115,,,,546,Direct Operating Expense
1684,690065,,,,530,Marketing & Advertising
219,660010,,,,169,Direct Operating Expense
259,690030,,,,550,Marketing & Advertising
250,680060,,,,497,Repairs & Maintenance
401,660015,,,,512,Direct Operating Expense
1589,230081,,,,553,Liability
1686,690067,,,,537,Marketing & Advertising
277,700280,,,,546,Field G&A
165,460300,,,,519,Sales
1590,230082,,,,528,Liability
732,S60005,,,,519,
201,620110,,,,360,Direct Operating Expense
209,630125,,,,534,Direct Operating Expense
323,S40001,,,,506,
1638,480020,,,,499,Sales
1638,480020,,,,513,Sales
227,660060,,,,534,Direct Operating Expense
117,230020,,,,567,Liability
205,630105,,,,497,Direct Operating Expense
1252,101803,,,,528,Assets
1861,101997,,,,508,Assets
50,120100,,,,535,Assets
1594,230086,,,,506,Liability
995,700180,,,,534,Field G&A
995,700180,,,,126,Field G&A
995,700180,,,,498,Field G&A
161,460100,,,,505,Sales
362,S60001,,,,501,
150,410300,,,,549,Sales
201,620110,,,,131,Direct Operating Expense
1714,210430,,,,135,Liability
1714,210430,,,,350,Liability
178,600105,,,,440,Direct Operating Expense
1716,210511,,,,558,Liability
323,S40001,,,,497,
183,600140,,,,547,Direct Operating Expense
971,500821,,,,500,COGS
971,500821,,,,511,COGS
327,S40005,,,,355,
205,630105,,,,558,Direct Operating Expense
325,S40003,,,,513,
258,690020,,,,550,Marketing & Advertising
1729,101804,,,,123,Assets
732,S60005,,,,553,
1590,230082,,,,61,Liability
179,600110,,,,540,Direct Operating Expense
1625,140416,,,,57,Assets
201,620110,,,,568,Direct Operating Expense
1654,700120,,,,506,Field G&A
557,700116,,,,555,Field G&A
150,410300,,,,499,Sales
178,600105,,,,362,Direct Operating Expense
178,600105,,,,542,Direct Operating Expense
1714,210430,,,,493,Liability
209,630125,,,,536,Direct Operating Expense
1826,100028,,,,527,Assets
1571,250000,,,,525,Liability
1589,230081,,,,515,Liability
358,630250,,,,504,Direct Operating Expense
403,220103,,,,514,Liability
1663,100020,,,,497,Assets
403,220103,,,,547,Liability
41,101920,,,,608,Assets
1729,101804,,,,608,Assets
280,700310,,,,496,Field G&A
179,600110,,,,132,Direct Operating Expense
1638,480020,,,,499,Sales
1691,690072,,,,589,Marketing & Advertising
1691,690072,,,,112,Marketing & Advertising
1826,100028,,,,529,Assets
1681,690062,,,,451,Marketing & Advertising
173,500300,,,,497,COGS
327,S40005,,,,508,
171,500100,,,,120,COGS
327,S40005,,,,547,
1615,140406,,,,560,Assets
258,690020,,,,540,Marketing & Advertising
258,690020,,,,613,Marketing & Advertising
1680,690061,,,,124,Marketing & Advertising
201,620110,,,,500,Direct Operating Expense
77,158000,,,,601,Assets
57,130100,,,,554,Assets
181,600120,,,,559,Direct Operating Expense
183,600140,,,,498,Direct Operating Expense
1589,230081,,,,501,Liability
222,660025,,,,113,Direct Operating Expense
1826,100028,,,,522,Assets
874,600112,,,,502,Direct Operating Expense
550,700906,,,,501,Field G&A
50,120100,,,,1,Assets
325,S40003,,,,120,
149,410200,,,,522,Sales
226,660050,,,,558,Direct Operating Expense
